10 6 21 8 83 73 74 78
18 45 5 43 85 84 79 82
13 50 11 49 81 72 77 75
47 44 7 19 80 76 83 73
3 12 22 48 74 78 85 84
20 15 23 9 79 82 81 72
14 46 16 17 77 75 80 86
10 6 21 8 76 83 73 74
18 45 5 43 78 85 84 79
13 50 11 49 82 81 72 77
47 44 7 19 75 80 86 76
3 12 22 48 83 73 74 78
20 15 23 9 85 84 79 82
14 46 16 17 81 72 77 75
10 6 21 8 80 86 76 83
18 45 5 43 73 74 78 85
13 50 11 49 84 79 82 81
47 44 7 19 72 77 75 80
3 12 22 48 86 76 83 73
20 15 23 9 74 78 85 84
14 46 16 17 79 82 81 72
10 6 21 8 77 75 80 86
18 45 5 43 76 83 73 74
13 50 11 49 78 85 84 79
47 44 7 19 82 81 72 77
3 12 22 48 75 80 86 76
20 51 15 23 83 73 74 78
9 14 46 16 85 84 79 87
17 10 6 21 82 81 72 77
8 18 45 5 75 80 86 71
43 13 50 11 76 83 73 74
49 47 24 4 78 85 84 79
44 7 19 3 87 82 81 72
12 22 48 20 77 75 80 86
51 15 23 9 71 76 83 73
14 46 16 17 74 78 85 84
10 6 21 8 79 87 82 81
18 45 5 43 72 77 75 80
13 50 11 49 86 71 76 83
47 24 4 44 73 74 78 85
7 19 3 12 84 79 87 82
22 48 20 51 81 72 77 75
15 23 9 14 80 86 71 76
46 16 17 10 83 73 74 78
6 21 8 18 85 84 79 87
45 5 43 13 82 81 72 77
50 11 49 47 75 80 86 71
24 4 44 7 76 83 73 74
19 3 12 22 78 85 84 79
48 20 51 15 87 82 81 72
23 9 14 46 77 75 80 86
16 17 10 6 71 76 83 73
21 8 18 45 74 78 85 84
5 43 13 50 79 87 82 81
11 49 47 24 72 77 75 80
4 44 7 19 86 71 76 83
3 12 22 48 73 74 78 85
20 51 15 23 84 79 87 82
9 14 46 16 81 72 77 75
17 10 6 21 80 86 71 76
8 18 45 5 83 73 74 78
43 13 50 11 85 84 79 87
49 47 24 4 82 81 72 77
44 7 19 3 75 80 86 71
12 22 48 20 70 76 83 73
51 2 15 23 74 78 85 84
9 14 46 16 79 87 82 81
17 10 6 21 72 77 75 80
8 18 45 5 86 71 70 76
43 13 50 11 83 73 74 78
49 47 24 4 85 84 79 87
44 7 19 3 82 81 72 77
12 22 48 20 75 80 86 71
51 2 15 23 70 76 83 73
9 14 46 16 74 78 85 84
17 10 6 21 79 87 82 81
8 18 45 5 72 88 77 75
43 13 50 11 80 86 71 70
49 47 24 4 76 83 73 74
44 7 19 3 78 85 84 79
12 22 48 20 87 82 81 72
51 2 15 23 88 77 75 80
9 14 46 16 86 71 70 76
17 10 6 21 83 73 74 78
8 18 45 5 85 84 79 87
43 13 50 11 82 81 72 88
49 47 24 4 77 75 80 86
44 7 19 3 71 66 70 76
12 22 48 20 83 73 74 78
51 2 15 23 85 84 79 87
9 14 46 16 82 81 72 88
17 10 6 21 77 75 80 86
8 18 45 5 71 66 70 76
43 13 50 11 83 73 74 78
49 47 24 4 85 84 79 87
44 7 19 3 82 81 72 88
12 22 48 20 77 75 80 86
51 2 1 15 71 66 70 76
23 9 14 46 83 73 74 78
16 17 10 6 85 84 79 87
21 8 18 45 82 81 72 88
5 43 13 50 77 75 80 86
11 49 47 24 71 66 70 76
4 44 7 19 83 73 74 78
3 12 22 48 85 84 79 87
20 51 2 1 82 81 72 88
15 23 9 14 77 75 80 86
46 16 17 10 71 66 70 76
6 21 8 18 83 73 74 78
45 5 43 13 85 84 79 87
50 11 49 47 82 81 72 88
24 4 44 7 77 75 80 86
19 3 12 22 71 66 70 76
48 20 51 2 83 73 74 78
1 15 23 9 67 85 84 79
14 46 16 17 87 82 81 72
10 6 21 8 88 77 75 80
18 45 5 43 86 71 66 70
13 50 11 49 76 83 73 74
47 24 4 44 78 67 85 84
7 19 3 12 79 87 82 81
22 48 20 51 72 88 77 69
2 1 15 23 75 80 86 68
9 14 46 16 71 66 70 76
17 10 6 21 83 73 74 78
8 18 45 5 67 85 84 79
43 13 50 11 87 82 81 72
49 47 24 4 88 77 69 75
44 7 19 3 80 86 68 71
12 22 48 20 66 70 76 83
51 2 1 15 73 74 78 67
23 9 14 46 85 84 79 87
16 17 10 6 82 81 72 88
21 8 18 45 77 69 75 80
5 43 13 50 86 68 71 66
11 49 47 24 70 76 83 73
4 44 7 19 74 78 67 85
3 12 22 48 84 79 87 82
20 51 2 1 81 72 88 77
15 23 9 14 69 75 80 86
46 16 17 10 68 71 66 70
6 21 8 18 76 83 73 74
45 5 43 13 78 67 85 84
50 11 49 47 79 87 82 81
24 4 44 7 72 88 77 69
19 3 12 22 75 80 86 68
48 20 51 2 71 66 70 76
1 42 15 23 83 73 74 78
9 14 46 16 67 85 84 79
17 10 6 21 87 82 81 72
8 18 45 5 88 77 89 69
43 13 50 11 75 80 86 68
49 47 24 4 71 66 70 76
44 7 19 3 83 73 74 78
12 22 48 20 67 85 84 79
51 2 1 42 87 82 81 72
15 23 9 14 88 77 89 69
46 16 17 10 75 80 86 68
6 21 8 18 71 66 70 76
45 5 43 13 83 73 74 78
50 11 49 47 67 85 84 79
24 4 44 7 87 82 81 72
19 3 12 22 90 88 77 89
48 20 51 2 69 75 80 86
1 42 15 23 68 71 66 70
9 14 46 16 76 83 73 74
17 10 6 21 78 67 85 84
8 18 45 5 79 87 82 81
43 13 50 11 72 90 88 77
49 47 24 4 89 69 75 80
44 7 19 3 86 68 71 66
12 22 48 20 70 76 83 73
51 2 1 42 74 78 65 67
15 23 9 14 85 84 79 87
46 16 17 10 82 81 72 90
6 21 8 18 88 77 89 69
45 5 43 13 75 80 86 68
50 11 49 47 71 66 70 76
24 4 44 7 83 73 74 78
19 3 12 22 65 67 85 84
48 20 51 2 79 87 82 81
1 42 15 23 72 90 88 77
9 14 46 16 89 69 75 80
17 10 6 21 86 68 71 66
8 18 45 5 70 76 83 73
43 13 50 25 74 78 65 67
11 49 47 24 85 84 79 87
4 44 7 19 82 81 72 90
3 12 22 48 88 77 89 69
20 51 2 1 75 80 86 68
42 15 23 9 71 66 70 76
14 46 16 17 83 73 74 78
10 6 21 8 65 67 85 84
18 45 5 43 79 87 82 81
13 26 50 25 72 90 88 77
11 49 47 24 89 69 75 80
4 44 7 19 86 68 71 66
3 12 22 48 70 76 83 73
20 51 2 1 74 78 65 67
42 15 23 9 85 84 79 87
14 46 16 17 82 81 72 90
10 6 21 8 88 77 89 69
18 45 5 43 75 80 86 68
13 26 50 25 71 66 70 76
11 49 47 24 83 73 74 78
4 44 7 19 65 67 85 84
3 12 22 48 79 87 82 81
20 51 2 1 72 90 88 77
42 15 23 9 89 69 75 80
14 46 16 17 86 68 71 66
10 6 21 8 70 76 83 73
18 45 5 43 74 78 65 67
13 26 50 25 85 84 79 87
11 49 47 24 82 81 72 59
4 44 7 19 90 88 77 89
3 12 22 48 69 75 80 86
20 51 2 1 68 71 66 70
42 15 23 9 76 83 73 74
14 46 16 17 78 65 67 85
10 6 21 8 84 79 87 82
18 45 5 43 81 72 59 90
13 26 50 25 88 77 89 69
11 49 47 24 75 80 86 68
4 63 44 7 71 66 70 76
19 3 12 22 83 73 74 78
48 20 51 2 65 67 85 60
1 42 15 23 84 79 87 82
9 55 14 46 81 72 59 90
16 17 10 6 88 77 89 69
21 8 18 45 75 80 86 68
5 43 13 26 71 66 70 76
50 25 11 49 83 73 74 78
47 24 4 63 65 67 85 60
41 44 7 19 84 79 87 82
3 12 22 48 81 72 58 59
20 51 2 1 90 88 77 89
42 15 23 9 69 75 80 86
55 14 46 16 68 71 66 70
17 10 6 21 76 83 73 74
8 18 45 5 78 65 67 85
43 13 26 50 60 84 79 87
25 11 49 47 82 81 72 58
24 4 63 41 59 90 88 77
44 7 19 3 89 69 75 80
12 22 48 20 86 68 71 66
51 2 1 42 70 76 83 73
15 23 9 55 74 78 65 67
14 46 16 52 85 60 84 79
17 10 6 21 87 82 81 72
8 18 45 5 58 59 90 88
43 13 26 50 77 89 69 75
25 11 49 47 80 86 68 71
24 4 63 41 66 70 76 83
44 7 19 3 73 74 78 65
12 22 48 20 67 85 60 84
51 2 1 42 79 87 82 81
15 23 9 55 72 58 59 90
14 46 16 52 88 77 89 69
17 10 6 21 75 80 86 68
8 18 45 5 71 66 70 76
43 13 26 50 83 73 74 78
25 11 49 47 65 67 85 60
24 4 63 41 84 79 87 82
44 7 19 3 81 72 58 59
12 22 48 20 90 88 77 89
51 2 1 42 69 75 80 86
15 23 9 56 68 71 66 70
55 14 46 16 76 83 73 74
52 17 10 6 78 65 67 85
21 8 18 45 60 84 79 87
5 43 13 26 82 81 72 58
50 25 11 49 59 90 88 77
47 24 4 63 89 69 75 80
41 44 62 7 86 68 71 66
19 3 12 22 70 76 83 73
48 20 51 2 74 78 65 67
1 42 15 23 85 60 84 79
9 56 55 14 87 82 81 72
46 16 52 17 58 59 90 88
10 6 21 8 77 89 69 75
18 45 5 43 80 86 68 71
13 26 50 25 66 70 76 83
11 49 47 24 73 74 78 65
4 63 41 44 67 85 60 84
62 7 19 3 79 87 82 81
12 22 48 20 72 58 59 90
51 2 1 42 88 77 89 69
15 23 9 56 75 80 86 68
55 14 46 16 71 66 70 76
52 17 10 6 83 73 74 78
21 8 18 45 65 67 85 60
5 43 13 26 84 79 87 82
50 25 11 49 81 72 58 59
47 24 4 63 90 88 77 89
41 44 62 7 69 75 80 86
19 27 3 12 68 71 66 70
22 48 20 51 76 83 73 74
2 1 42 15 78 65 67 85
23 9 56 55 60 84 79 87
14 46 16 52 82 81 72 58
17 10 6 21 59 90 88 77
8 18 45 5 89 69 75 80
43 13 26 50 86 68 71 66
25 11 49 47 70 76 83 73
24 4 63 41 74 78 65 67
44 62 7 19 85 60 84 79
27 3 12 22 87 82 81 72
48 20 51 2 58 59 90 88
1 42 15 23 77 89 69 75
9 56 55 14 80 86 68 71
46 16 52 17 66 70 76 83
10 6 21 8 73 74 78 65
18 45 5 43 67 85 60 84
13 26 50 25 79 87 82 81
79 87 82 81 72 58 59 90
72 58 59 90 88 77 89 69
88 77 89 69 75 80 86 68
75 80 86 68 71 66 70 76
71 66 70 76 83 73 74 78
83 73 74 78 65 67 85 60
65 67 85 60 84 79 87 82
84 79 87 82 81 72 58 59
81 72 58 59 90 88 77 89
90 88 77 89 69 75 80 86
69 75 80 86 68 71 66 70
68 71 66 70 76 83 73 74
76 83 73 74 78 65 67 85
78 65 67 85 60 84 91 79
60 84 91 79 87 82 81 72
87 82 81 72 58 59 90 88
58 59 90 88 77 89 69 75
77 89 69 75 80 86 68 71
80 86 68 71 66 70 76 83
66 70 76 83 73 74 78 65
73 74 78 65 67 85 60 84
67 85 60 84 91 79 87 82
91 79 87 82 81 72 58 59
81 72 58 59 90 88 77 89
90 88 77 89 69 75 80 86
69 75 80 86 68 71 66 70
68 71 66 70 76 83 73 74
76 83 73 74 78 65 67 85
78 65 67 85 60 84 91 79
60 84 91 79 87 82 81 72
87 82 81 72 58 59 90 88
58 59 90 88 77 89 69 75
77 89 69 75 80 86 68 71
80 86 68 71 66 70 76 83
66 70 76 83 73 74 78 65
73 74 78 65 67 85 60 84
67 85 60 84 91 79 87 82
91 79 87 82 81 72 58 59
81 72 58 59 90 88 77 89
90 88 77 89 69 75 80 86
69 75 80 86 68 71 66 70
68 71 66 70 76 83 73 74
76 83 73 74 78 65 67 85
78 65 67 85 60 84 91 79
60 84 91 79 87 82 81 72
87 82 81 72 58 59 90 88
58 59 90 88 77 89 69 75
77 89 69 75 80 86 68 71
80 86 68 71 66 70 76 83
66 70 76 83 73 74 78 65
73 74 78 65 67 85 60 84
67 85 60 84 91 79 87 82
91 79 87 82 81 72 58 59
81 72 58 59 90 88 77 89
90 88 77 89 69 75 80 86
69 75 80 86 68 71 66 70
68 71 66 70 76 83 73 74
76 83 73 74 78 65 67 85
78 65 67 85 60 84 91 79
60 84 91 79 87 82 81 72
87 82 81 72 58 59 90 88
58 59 90 88 77 89 69 75
77 89 69 75 80 86 68 71
80 86 68 71 66 70 76 83
66 70 76 83 73 74 78 65
73 74 78 65 67 85 60 84
67 85 60 84 91 79 87 82
91 79 87 82 81 72 58 59
81 72 58 59 90 88 77 89
90 88 77 89 69 75 80 86
69 75 80 86 68 71 66 70
68 71 66 70 76 83 73 74
76 83 73 74 78 65 67 85
78 65 67 85 60 84 91 79
60 84 91 79 87 82 81 72
87 82 81 72 58 59 90 88
58 59 90 88 77 89 69 75
77 89 69 75 80 86 68 71
80 86 68 71 66 70 76 83
66 70 76 83 73 74 78 65
73 74 78 65 67 85 60 84
67 85 60 84 91 79 87 82
91 79 87 82 81 72 58 59
81 72 58 59 90 88 77 89
90 88 77 89 69 75 80 86
69 75 80 86 68 71 66 70
68 71 66 70 76 83 73 74
76 83 73 74 53 78 65 67
53 78 65 67 85 60 84 91
85 60 84 91 79 87 82 81
79 87 82 81 72 58 59 90
72 58 59 90 88 77 89 69
88 77 89 69 75 80 86 68
75 80 86 68 71 66 70 76
71 66 70 76 83 73 74 53
83 73 74 53 78 65 67 85
78 65 67 85 60 84 91 79
60 84 91 79 87 82 81 72
87 82 81 72 58 59 90 88
